STATION,NAME,DATE,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT14,WT16,WT18
USC00273850,"HANOVER, NH US",12/27/1908,,,,,0,0,,38,13,33,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",12/28/1908,,,,,0,0,0,36,,19,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",12/29/1908,,,,,0,0,0,34,9,16,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",12/30/1908,,,,,0.26,3.5,0,29,8,28,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",12/31/1908,,,,,0,0,,35,26,28,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/1/1909,,,,,0,0,,29,0,2,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/2/1909,,,,,0,0,,28,-11,14,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/3/1909,,,,,0,0,,34,6,34,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/4/1909,,,,,0,0,,40,33,36,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/5/1909,,,,,0.68,0,,45,34,39,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/6/1909,,,,,0.14,0,,50,18,21,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/7/1909,,,,,0,0,,28,0,6,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/8/1909,,,,,0,0,,17,-6,14,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/9/1909,,,,,0,0,,26,4,26,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/10/1909,,,,,0,0,,38,,36,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/11/1909,,,,,0,0,,43,30,30,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/12/1909,,,,,0.53,5.7,,30,9,10,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/13/1909,,,,,0,0,,11,-15,8,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/14/1909,,,,,0.26,1.9,,22,7,22,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/15/1909,,,,,0,0,,39,5,6,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/16/1909,,,,,0,0,,8,-11,0,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/17/1909,,,,,1.2,12.4,,16,-2,16,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/18/1909,,,,,0,0,,25,-14,-10,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/19/1909,,,,,0,0,,21,-22,19,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/20/1909,,,,,0,0,,37,6,19,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/21/1909,,,,,0,0,,42,10,40,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/22/1909,,,,,0.07,0,,43,36,36,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/23/1909,,,,,0.11,0,,40,33,35,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/24/1909,,,,,0.42,1.1,,35,23,24,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/25/1909,,,,,0.14,1,,37,22,36,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/26/1909,,,,,0.01,0.1,,36,16,18,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/27/1909,,,,,0.03,0.4,,31,3,30,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/28/1909,,,,,0,0,,31,12,14,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/29/1909,,,,,0,0,,24,1,17,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/30/1909,,,,,0.52,7.7,,24,15,19,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",1/31/1909,,,,,0.03,0.5,,20,3,3,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/1/1909,,,,,0,0,,6,-10,-3,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/2/1909,,,,,0,0,,23,-6,10,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/3/1909,,,,,0,0,,22,-14,-3,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/4/1909,,,,,0,0,,24,-20,22,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/5/1909,,,,,0,0,,48,13,43,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/6/1909,,,,,0.01,0,,43,27,32,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/7/1909,,,,,0,0,,37,14,24,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/8/1909,,,,,0,0,,38,9,14,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/9/1909,,,,,0,0,,18,-4,11,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/10/1909,,,,,0.59,4,,38,8,33,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/11/1909,,,,,0,0,,33,19,20,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/12/1909,,,,,0,0,,38,4,31,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/13/1909,,,,,0,0,,43,27,28,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/14/1909,,,,,0.15,1.4,,29,11,18,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/15/1909,,,,,0.71,1,,30,17,29,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/16/1909,,,,,1.07,2,,30,20,21,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/17/1909,,,,,0.1,0.8,,29,18,24,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/18/1909,,,,,0,0,,24,9,10,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/19/1909,,,,,0,0,,36,6,36,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/20/1909,,,,,0.62,0,,43,32,32,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/21/1909,,,,,0,0,,35,14,24,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/22/1909,,,,,0,0,,42,13,29,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/23/1909,,,,,0.02,0.1,,38,18,32,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/24/1909,,,,,0.6,0,,38,31,35,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/25/1909,,,,,0,0,,39,10,11,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/26/1909,,,,,0,0,,27,5,13,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/27/1909,,,,,0,0,,32,10,26,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",2/28/1909,,,,,0,0,,33,14,15,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/1/1909,,,,,0,0,,31,-2,20,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/2/1909,,,,,0.1,0.5,,48,19,30,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/3/1909,,,,,0,0,,40,21,31,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/4/1909,,,,,0.39,5.2,,33,24,25,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/5/1909,,,,,0.12,1,,26,14,16,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/6/1909,,,,,0,0,,37,1,12,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/7/1909,,,,,0.01,0.5,,37,5,29,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/8/1909,,,,,0.02,0.3,,35,19,20,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/9/1909,,,,,0.15,0.4,,30,3,29,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/10/1909,,,,,0.07,0,,41,28,41,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/11/1909,,,,,0,0,,41,23,44,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/12/1909,,,,,0,0,,37,23,28,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/13/1909,,,,,0,0,,36,11,29,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/14/1909,,,,,0,0,,42,22,29,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/15/1909,,,,,0,0,,35,19,24,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/16/1909,,,,,0.03,0.3,,36,5,30,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/17/1909,,,,,0.02,0.2,,34,21,22,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/18/1909,,,,,0,0,,35,12,22,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/19/1909,,,,,0,0,,41,7,31,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/20/1909,,,,,0.19,2.1,,34,24,25,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/21/1909,,,,,0,0,,33,7,20,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/22/1909,,,,,0,0,,34,7,26,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/23/1909,,,,,0,0,,40,20,28,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/24/1909,,,,,0,0,,48,13,32,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/25/1909,,,,,0.43,1.5,,38,27,38,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/26/1909,,,,,0.48,0.2,,41,33,34,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/27/1909,,,,,0.06,0,,47,28,38,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/28/1909,,,,,0,0,,47,28,38,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/29/1909,,,,,0,0,,41,31,35,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/30/1909,,,,,0,0,,40,26,33,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",3/31/1909,,,,,0,0,,46,32,37,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/1/1909,,,,,0,0,,43,27,30,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/2/1909,,,,,0,0,,52,16,39,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/3/1909,,,,,0.13,1.6,,47,32,38,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/4/1909,,,,,0,0,,49,33,41,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/5/1909,,,,,0,0,,62,27,42,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/6/1909,,,,,0.02,0,,69,38,49,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/7/1909,,,,,0,0,,73,32,47,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/8/1909,,,,,0,0,,48,35,40,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/9/1909,,,,,0.24,1.9,,42,25,30,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/10/1909,,,,,0,0,,38,23,23,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/11/1909,,,,,0,0,,42,19,28,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/12/1909,,,,,0,0,,59,18,47,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/13/1909,,,,,0,0,,72,25,60,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/14/1909,,,,,0.52,0,,60,36,37,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/15/1909,,,,,0.56,0,,51,33,39,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/16/1909,,,,,0,0,,59,28,44,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/17/1909,,,,,0.21,0,,57,36,46,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/18/1909,,,,,0,0,,58,31,54,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/19/1909,,,,,0,0,,81,,49,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/20/1909,,,,,0,0,,54,36,44,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/21/1909,,,,,0.13,0,,52,26,37,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/22/1909,,,,,0.15,0,,63,34,46,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/23/1909,,,,,0,0,,52,34,44,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/24/1909,,,,,0,0,,44,28,30,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/25/1909,,,,,0,0,,54,19,43,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/26/1909,,,,,0,0,,49,33,34,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/27/1909,,,,,0,0,,59,21,46,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/28/1909,,,,,0,0,,47,19,28,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/29/1909,,,,,0.17,0,,49,23,41,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",4/30/1909,,,,,0.34,0.3,,41,32,34,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/1/1909,,,,,0.27,0,,39,32,38,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/2/1909,,,,,0.12,0,,48,33,36,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/3/1909,,,,,0,0,,56,32,46,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/4/1909,,,,,0.31,0,,59,41,42,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/5/1909,,,,,0.05,0,,63,32,53,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/6/1909,,,,,0,0,,66,46,46,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/7/1909,,,,,0.47,0,,58,40,47,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/8/1909,,,,,0,0,,72,42,55,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/9/1909,,,,,0,0,,75,47,58,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/10/1909,,,,,0,0,,78,55,56,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/11/1909,,,,,0.06,0,,66,46,46,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/12/1909,,,,,0,0,,67,36,51,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/13/1909,,,,,0,0,,74,36,61,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/14/1909,,,,,0,0,,76,52,66,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/15/1909,,,,,0,0,,71,51,56,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/16/1909,,,,,0.9,0,,57,48,50,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/17/1909,,,,,0.18,0,,51,46,50,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/18/1909,,,,,0.21,0,,64,47,52,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/19/1909,,,,,0.1,0,,66,47,51,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/20/1909,,,,,0.01,0,,62,50,50,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/21/1909,,,,,0,0,,62,39,48,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/22/1909,,,,,0,0,,59,42,44,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/23/1909,,,,,0.02,0,,63,42,56,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/24/1909,,,,,0,0,,74,53,57,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/25/1909,,,,,0,0,,64,43,49,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/26/1909,,,,,0,0,,75,30,60,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/27/1909,,,,,0.09,0,,74,30,58,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/28/1909,,,,,0.36,0,,60,54,55,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/29/1909,,,,,0,0,,69,50,55,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/30/1909,,,,,0,0,,67,47,53,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",5/31/1909,,,,,0,0,,75,38,59,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/1/1909,,,,,0,,,72,36,54,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/2/1909,,,,,0,,,78,38,61,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/3/1909,,,,,0,,,82,50,60,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/4/1909,,,,,0,,,78,41,55,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/5/1909,,,,,0.99,,,57,52,54,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/6/1909,,,,,0.09,,,72,50,53,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/7/1909,,,,,0,,,70,43,52,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/8/1909,,,,,0,,,73,34,52,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/9/1909,,,,,0,,,76,39,56,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/10/1909,,,,,0.21,,,63,43,54,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/11/1909,,,,,0.01,,,76,51,58,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/12/1909,,,,,0,,,80,43,64,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/13/1909,,,,,0.32,,,79,48,62,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/14/1909,,,,,0.15,,,82,59,70,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/15/1909,,,,,0,,,71,53,54,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/16/1909,,,,,0,,,78,42,65,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/17/1909,,,,,0.01,,,77,53,69,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/18/1909,,,,,0.94,,,71,45,48,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/19/1909,,,,,0,,,72,41,58,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/20/1909,,,,,0,,,80,53,70,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/21/1909,,,,,0,,,85,63,77,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/22/1909,,,,,0,,,91,61,79,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/23/1909,,,,,0,,,89,60,73,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/24/1909,,,,,0,,,90,64,75,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/25/1909,,,,,0.28,,,90,62,70,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/26/1909,,,,,0,,,86,64,70,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/27/1909,,,,,0,,,82,54,68,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/28/1909,,,,,0,,,85,50,70,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/29/1909,,,,,0,,,77,59,62,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",6/30/1909,,,,,0,,,82,46,71,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/1/1909,,,,,0,,,82,53,64,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/2/1909,,,,,0,,,69,50,59,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/3/1909,,,,,0,,,66,56,56,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/4/1909,,,,,0,,,69,54,55,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/5/1909,,,,,0,,,74,41,60,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/6/1909,,,,,0.1,,,74,49,56,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/7/1909,,,,,0,,,72,42,59,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/8/1909,,,,,0,,,73,45,55,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/9/1909,,,,,0,,,81,42,63,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/10/1909,,,,,0,,,83,46,70,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/11/1909,,,,,0,,,83,58,73,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/12/1909,,,,,0,,,86,62,77,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/13/1909,,,,,0,,,87,70,73,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/14/1909,,,,,0,,,88,62,71,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/15/1909,,,,,0,,,92,56,70,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/16/1909,,,,,0.02,,,82,62,66,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/17/1909,,,,,0.01,,,72,54,62,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/18/1909,,,,,0.15,,,77,48,55,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/19/1909,,,,,0.01,,,67,54,58,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/20/1909,,,,,0,,,77,49,60,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/21/1909,,,,,0,,,83,46,67,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/22/1909,,,,,0,,,82,51,64,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/23/1909,,,,,0,,,70,59,63,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/24/1909,,,,,0.17,,,71,56,56,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/25/1909,,,,,0,,,77,50,61,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/26/1909,,,,,0,,,86,50,69,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/27/1909,,,,,0,,,89,53,69,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/28/1909,,,,,0,,,92,52,74,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/29/1909,,,,,0,,,92,59,80,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/30/1909,,,,,0.01,,,89,59,71,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",7/31/1909,,,,,0.11,,,85,52,60,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/1/1909,,,,,0,,,82,51,59,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/2/1909,,,,,0,,,85,45,64,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/3/1909,,,,,0,,,88,57,67,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/4/1909,,,,,0,,,83,52,68,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/5/1909,,,,,1.07,,,69,54,61,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/6/1909,,,,,0.05,,,81,58,66,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/7/1909,,,,,0,,,90,57,69,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/8/1909,,,,,0,,,94,57,75,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/9/1909,,,,,0,,,86,64,72,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/10/1909,,,,,0.05,,,74,58,58,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/11/1909,,,,,0,,,76,49,59,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/12/1909,,,,,0,,,79,43,59,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/13/1909,,,,,0,,,80,50,64,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/14/1909,,,,,0,,,82,54,64,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/15/1909,,,,,0,,,79,46,65,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/16/1909,,,,,0.84,,,65,54,55,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/17/1909,,,,,0.46,,,64,52,58,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/18/1909,,,,,0.04,,,67,56,63,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/19/1909,,,,,0.13,,,82,58,62,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/20/1909,,,,,0.47,,,81,54,60,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/21/1909,,,,,0.01,,,71,50,50,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/22/1909,,,,,0,,,74,41,54,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/23/1909,,,,,0,,,80,47,63,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/24/1909,,,,,0,,,85,53,68,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/25/1909,,,,,0,,,92,62,77,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/26/1909,,,,,0.2,,,80,63,71,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/27/1909,,,,,0,,,72,53,58,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/28/1909,,,,,0,,,84,48,59,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/29/1909,,,,,0.06,,,78,47,60,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/30/1909,,,,,0,,,65,46,47,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",8/31/1909,,,,,0,,,71,36,58,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/1/1909,,,,,0.27,,,70,52,54,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/2/1909,,,,,0,,,67,46,52,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/3/1909,,,,,0,,,79,40,56,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/4/1909,,,,,0,,,78,42,63,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/5/1909,,,,,0.08,,,68,46,47,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/6/1909,,,,,0.11,,,70,42,59,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/7/1909,,,,,0,,,72,43,52,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/8/1909,,,,,0,,,78,40,52,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/9/1909,,,,,0,,,80,42,58,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/10/1909,,,,,0.08,,,,54,57,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/11/1909,,,,,0.09,,,72,51,70,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/12/1909,,,,,0,,,73,44,56,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/13/1909,,,,,0,,,72,41,62,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/14/1909,,,,,0,,,83,54,67,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/15/1909,,,,,0,,,76,58,62,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/16/1909,,,,,0.01,,,65,60,60,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/17/1909,,,,,0,,,77,54,55,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/18/1909,,,,,0,,,67,46,46,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/19/1909,,,,,0,,,70,32,48,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/20/1909,,,,,0,,,71,30,52,,,,,,,,,,,,
USC00273850,"HANOVER, NH US",9/21/1909,,,,,0,,,74,37,54,,,,,,,,,,,,
