"","NAME","Year","Month","Day","TMAX","TMIN"
"1","HANOVER, NH US",1893,6,1,73,54
"2","HANOVER, NH US",1893,6,2,79,58
"3","HANOVER, NH US",1893,6,3,73,54
"4","HANOVER, NH US",1893,6,4,75,65
"5","HANOVER, NH US",1893,6,5,85,61
"6","HANOVER, NH US",1893,6,6,85,61
"7","HANOVER, NH US",1893,6,7,83,60
"8","HANOVER, NH US",1893,6,8,76,44
"9","HANOVER, NH US",1893,6,9,81,52
"10","HANOVER, NH US",1893,6,10,83,53
"11","HANOVER, NH US",1893,6,11,85,58
"12","HANOVER, NH US",1893,6,12,85,53
"13","HANOVER, NH US",1893,6,13,86,58
"14","HANOVER, NH US",1893,6,14,82,63
"15","HANOVER, NH US",1893,6,15,87,63
"16","HANOVER, NH US",1893,6,16,87,62
"17","HANOVER, NH US",1893,6,17,60,52
"18","HANOVER, NH US",1893,6,18,82,50
"19","HANOVER, NH US",1893,6,19,82,55
"20","HANOVER, NH US",1893,6,20,87,64
"21","HANOVER, NH US",1893,6,21,87,60
"22","HANOVER, NH US",1893,6,22,65,61
"23","HANOVER, NH US",1893,6,23,60,53
"24","HANOVER, NH US",1893,6,24,71,53
"25","HANOVER, NH US",1893,6,25,73,54
"26","HANOVER, NH US",1893,6,26,73,55
"27","HANOVER, NH US",1893,6,27,68,52
"28","HANOVER, NH US",1893,6,28,72,50
"29","HANOVER, NH US",1893,6,29,78,48
"30","HANOVER, NH US",1893,6,30,79,50
"31","HANOVER, NH US",1893,7,1,83,53
"32","HANOVER, NH US",1893,7,2,82,52
"33","HANOVER, NH US",1893,7,3,81,56
"34","HANOVER, NH US",1893,7,4,75,57
"35","HANOVER, NH US",1893,7,5,74,51
"36","HANOVER, NH US",1893,7,6,75,58
"37","HANOVER, NH US",1893,7,7,79,50
"38","HANOVER, NH US",1893,7,8,83,55
"39","HANOVER, NH US",1893,7,9,74,63
"40","HANOVER, NH US",1893,7,10,73,45
"41","HANOVER, NH US",1893,7,11,78,47
"42","HANOVER, NH US",1893,7,12,79,53
"43","HANOVER, NH US",1893,7,13,77,55
"44","HANOVER, NH US",1893,7,14,78,49
"45","HANOVER, NH US",1893,7,15,82,58
"46","HANOVER, NH US",1893,7,16,87,61
"47","HANOVER, NH US",1893,7,17,77,59
"48","HANOVER, NH US",1893,7,18,79,59
"49","HANOVER, NH US",1893,7,19,78,58
"50","HANOVER, NH US",1893,7,20,76,47
"51","HANOVER, NH US",1893,7,21,85,52
"52","HANOVER, NH US",1893,7,22,83,61
"53","HANOVER, NH US",1893,7,23,63,52
"54","HANOVER, NH US",1893,7,24,62,51
"55","HANOVER, NH US",1893,7,25,68,47
"56","HANOVER, NH US",1893,7,26,79,55
"57","HANOVER, NH US",1893,7,27,72,58
"58","HANOVER, NH US",1893,7,28,77,50
"59","HANOVER, NH US",1893,7,29,71,59
"60","HANOVER, NH US",1893,7,30,80,55
"61","HANOVER, NH US",1893,7,31,80,50
"62","HANOVER, NH US",1893,8,1,79,64
"63","HANOVER, NH US",1893,8,2,72,54
"64","HANOVER, NH US",1893,8,3,75,49
"65","HANOVER, NH US",1893,8,4,79,52
"66","HANOVER, NH US",1893,8,5,77,61
"67","HANOVER, NH US",1893,8,6,72,61
"68","HANOVER, NH US",1893,8,7,64,56
"69","HANOVER, NH US",1893,8,8,79,53
"70","HANOVER, NH US",1893,8,9,83,55
"71","HANOVER, NH US",1893,8,10,85,59
"72","HANOVER, NH US",1893,8,11,84,59
"73","HANOVER, NH US",1893,8,12,84,62
"74","HANOVER, NH US",1893,8,13,69,55
"75","HANOVER, NH US",1893,8,14,70,41
"76","HANOVER, NH US",1893,8,15,73,49
"77","HANOVER, NH US",1893,8,16,75,51
"78","HANOVER, NH US",1893,8,17,68,57
"79","HANOVER, NH US",1893,8,18,65,58
"80","HANOVER, NH US",1893,8,19,69,55
"81","HANOVER, NH US",1893,8,20,64,56
"82","HANOVER, NH US",1893,8,21,65,59
"83","HANOVER, NH US",1893,8,22,75,54
"84","HANOVER, NH US",1893,8,23,77,54
"85","HANOVER, NH US",1893,8,24,72,64
"86","HANOVER, NH US",1893,8,25,85,62
"87","HANOVER, NH US",1893,8,26,82,64
"88","HANOVER, NH US",1893,8,27,82,61
"89","HANOVER, NH US",1893,8,28,83,64
"90","HANOVER, NH US",1893,8,29,75,67
"91","HANOVER, NH US",1893,8,30,67,55
"92","HANOVER, NH US",1893,8,31,71,49
"93","HANOVER, NH US",1893,9,1,69,46
"94","HANOVER, NH US",1893,9,2,66,54
"95","HANOVER, NH US",1893,9,3,61,38
"96","HANOVER, NH US",1893,9,4,60,43
"97","HANOVER, NH US",1893,9,5,70,41
"98","HANOVER, NH US",1893,9,6,64,52
"99","HANOVER, NH US",1893,9,7,57,42
"100","HANOVER, NH US",1893,9,8,61,49
"101","HANOVER, NH US",1893,9,9,68,40
"102","HANOVER, NH US",1893,9,10,71,44
"103","HANOVER, NH US",1893,9,11,64,38
"104","HANOVER, NH US",1893,9,12,63,38
"105","HANOVER, NH US",1893,9,13,69,43
"106","HANOVER, NH US",1893,9,14,73,52
"107","HANOVER, NH US",1893,9,15,70,64
"108","HANOVER, NH US",1893,9,16,67,56
"109","HANOVER, NH US",1893,9,17,55,48
"110","HANOVER, NH US",1893,9,18,63,39
"111","HANOVER, NH US",1893,9,19,67,53
"112","HANOVER, NH US",1893,9,20,64,51
"113","HANOVER, NH US",1893,9,21,57,42
"114","HANOVER, NH US",1893,9,22,53,41
"115","HANOVER, NH US",1893,9,23,67,49
"116","HANOVER, NH US",1893,9,24,61,45
"117","HANOVER, NH US",1893,9,25,59,45
"118","HANOVER, NH US",1893,9,26,56,36
"119","HANOVER, NH US",1893,9,27,56,34
"120","HANOVER, NH US",1893,9,28,58,36
"121","HANOVER, NH US",1893,9,29,49,36
"122","HANOVER, NH US",1893,9,30,57,35
"123","HANOVER, NH US",1893,10,1,55,35
"124","HANOVER, NH US",1893,10,2,66,48
"125","HANOVER, NH US",1893,10,3,67,39
"126","HANOVER, NH US",1893,10,4,60,53
"127","HANOVER, NH US",1893,10,5,67,53
"128","HANOVER, NH US",1893,10,6,66,42
"129","HANOVER, NH US",1893,10,7,67,53
"130","HANOVER, NH US",1893,10,8,65,46
"131","HANOVER, NH US",1893,10,9,70,44
"132","HANOVER, NH US",1893,10,10,57,42
"133","HANOVER, NH US",1893,10,11,64,33
"134","HANOVER, NH US",1893,10,12,69,36
"135","HANOVER, NH US",1893,10,13,70,42
"136","HANOVER, NH US",1893,10,14,69,58
"137","HANOVER, NH US",1893,10,15,52,48
"138","HANOVER, NH US",1893,10,16,45,39
"139","HANOVER, NH US",1893,10,17,57,27
"140","HANOVER, NH US",1893,10,18,54,34
"141","HANOVER, NH US",1893,10,19,48,30
"142","HANOVER, NH US",1893,10,20,53,34
"143","HANOVER, NH US",1893,10,21,63,37
"144","HANOVER, NH US",1893,10,22,68,39
"145","HANOVER, NH US",1893,10,23,58,45
"146","HANOVER, NH US",1893,10,24,65,55
"147","HANOVER, NH US",1893,10,25,60,53
"148","HANOVER, NH US",1893,10,26,54,32
"149","HANOVER, NH US",1893,10,27,51,44
"150","HANOVER, NH US",1893,10,28,54,48
"151","HANOVER, NH US",1893,10,29,47,38
"152","HANOVER, NH US",1893,10,30,47,32
"153","HANOVER, NH US",1893,10,31,38,20
"154","HANOVER, NH US",1893,11,1,49,23
"155","HANOVER, NH US",1893,11,2,54,36
"156","HANOVER, NH US",1893,11,3,55,42
"157","HANOVER, NH US",1893,11,4,42,29
"158","HANOVER, NH US",1893,11,5,40,28
"159","HANOVER, NH US",1893,11,6,50,27
"160","HANOVER, NH US",1893,11,7,46,22
"161","HANOVER, NH US",1893,11,8,48,23
"162","HANOVER, NH US",1893,11,9,51,31
"163","HANOVER, NH US",1893,11,10,40,19
"164","HANOVER, NH US",1893,11,11,45,17
"165","HANOVER, NH US",1893,11,12,45,24
"166","HANOVER, NH US",1893,11,13,50,28
"167","HANOVER, NH US",1893,11,14,50,36
"168","HANOVER, NH US",1893,11,15,38,32
"169","HANOVER, NH US",1893,11,16,32,24
"170","HANOVER, NH US",1893,11,17,44,18
"171","HANOVER, NH US",1893,11,18,48,40
"172","HANOVER, NH US",1893,11,19,37,28
"173","HANOVER, NH US",1893,11,20,34,28
"174","HANOVER, NH US",1893,11,21,38,19
"175","HANOVER, NH US",1893,11,22,40,30
"176","HANOVER, NH US",1893,11,23,40,31
"177","HANOVER, NH US",1893,11,24,37,31
"178","HANOVER, NH US",1893,11,25,30,17
"179","HANOVER, NH US",1893,11,26,20,11
"180","HANOVER, NH US",1893,11,27,33,10
"181","HANOVER, NH US",1893,11,28,49,33
"182","HANOVER, NH US",1893,11,29,43,38
"183","HANOVER, NH US",1893,11,30,45,41
"184","HANOVER, NH US",1893,12,1,37,30
"185","HANOVER, NH US",1893,12,2,24,18
"186","HANOVER, NH US",1893,12,3,28,13
"187","HANOVER, NH US",1893,12,4,17,15
"188","HANOVER, NH US",1893,12,5,6,-9
"189","HANOVER, NH US",1893,12,6,21,1
"190","HANOVER, NH US",1893,12,7,27,9
"191","HANOVER, NH US",1893,12,8,23,9
"192","HANOVER, NH US",1893,12,9,28,11
"193","HANOVER, NH US",1893,12,10,42,27
"194","HANOVER, NH US",1893,12,11,16,12
"195","HANOVER, NH US",1893,12,12,17,3
"196","HANOVER, NH US",1893,12,13,4,-15
"197","HANOVER, NH US",1893,12,14,1,-24
"198","HANOVER, NH US",1893,12,15,16,-1
"199","HANOVER, NH US",1893,12,16,32,15
"200","HANOVER, NH US",1893,12,17,35,30
"201","HANOVER, NH US",1893,12,18,14,-8
"202","HANOVER, NH US",1893,12,19,34,4
"203","HANOVER, NH US",1893,12,20,18,11
"204","HANOVER, NH US",1893,12,21,35,-2
"205","HANOVER, NH US",1893,12,22,28,21
"206","HANOVER, NH US",1893,12,23,44,21
"207","HANOVER, NH US",1893,12,24,48,25
"208","HANOVER, NH US",1893,12,25,47,35
"209","HANOVER, NH US",1893,12,26,28,11
"210","HANOVER, NH US",1893,12,27,16,2
"211","HANOVER, NH US",1893,12,28,34,12
"212","HANOVER, NH US",1893,12,29,40,30
"213","HANOVER, NH US",1893,12,30,20,12
"214","HANOVER, NH US",1893,12,31,24,16
"215","HANOVER, NH US",1894,1,1,24,5
"216","HANOVER, NH US",1894,1,2,29,-1
"217","HANOVER, NH US",1894,1,3,32,16
"218","HANOVER, NH US",1894,1,4,46,23
"219","HANOVER, NH US",1894,1,5,44,31
"220","HANOVER, NH US",1894,1,6,34,25
"221","HANOVER, NH US",1894,1,7,34,28
"222","HANOVER, NH US",1894,1,8,27,11
"223","HANOVER, NH US",1894,1,9,23,2
"224","HANOVER, NH US",1894,1,10,15,-1
"225","HANOVER, NH US",1894,1,11,27,10
"226","HANOVER, NH US",1894,1,12,11,10
"227","HANOVER, NH US",1894,1,13,12,-4
"228","HANOVER, NH US",1894,1,14,17,-3
"229","HANOVER, NH US",1894,1,15,28,5
"230","HANOVER, NH US",1894,1,16,37,26
"231","HANOVER, NH US",1894,1,17,31,11
"232","HANOVER, NH US",1894,1,18,31,10
"233","HANOVER, NH US",1894,1,19,35,29
"234","HANOVER, NH US",1894,1,20,21,-3
"235","HANOVER, NH US",1894,1,21,31,9
"236","HANOVER, NH US",1894,1,22,41,21
"237","HANOVER, NH US",1894,1,23,28,10
"238","HANOVER, NH US",1894,1,24,42,23
"239","HANOVER, NH US",1894,1,25,22,15
"240","HANOVER, NH US",1894,1,26,20,-2
"241","HANOVER, NH US",1894,1,27,28,16
"242","HANOVER, NH US",1894,1,28,26,7
"243","HANOVER, NH US",1894,1,29,30,3
"244","HANOVER, NH US",1894,1,30,31,22
"245","HANOVER, NH US",1894,1,31,30,21
"246","HANOVER, NH US",1894,2,1,29,9
"247","HANOVER, NH US",1894,2,2,21,1
"248","HANOVER, NH US",1894,2,3,33,1
"249","HANOVER, NH US",1894,2,4,33,27
"250","HANOVER, NH US",1894,2,5,13,-7
"251","HANOVER, NH US",1894,2,6,20,-14
"252","HANOVER, NH US",1894,2,7,35,9
"253","HANOVER, NH US",1894,2,8,43,29
"254","HANOVER, NH US",1894,2,9,41,29
"255","HANOVER, NH US",1894,2,10,35,30
"256","HANOVER, NH US",1894,2,11,34,28
"257","HANOVER, NH US",1894,2,12,19,6
"258","HANOVER, NH US",1894,2,13,17,9
"259","HANOVER, NH US",1894,2,14,22,-6
"260","HANOVER, NH US",1894,2,15,25,11
"261","HANOVER, NH US",1894,2,16,6,11
"262","HANOVER, NH US",1894,2,17,25,-20
"263","HANOVER, NH US",1894,2,18,45,27
"264","HANOVER, NH US",1894,2,19,42,10
"265","HANOVER, NH US",1894,2,20,42,27
"266","HANOVER, NH US",1894,2,21,29,19
"267","HANOVER, NH US",1894,2,22,30,-6
"268","HANOVER, NH US",1894,2,23,21,11
"269","HANOVER, NH US",1894,2,24,-5,-20
"270","HANOVER, NH US",1894,2,25,11,-29
"271","HANOVER, NH US",1894,2,26,21,-9
"272","HANOVER, NH US",1894,2,27,33,6
"273","HANOVER, NH US",1894,2,28,39,24
"274","HANOVER, NH US",1894,3,1,44,15
"275","HANOVER, NH US",1894,3,2,48,28
"276","HANOVER, NH US",1894,3,3,39,34
"277","HANOVER, NH US",1894,3,4,46,17
"278","HANOVER, NH US",1894,3,5,52,25
"279","HANOVER, NH US",1894,3,6,58,36
"280","HANOVER, NH US",1894,3,7,50,42
"281","HANOVER, NH US",1894,3,8,44,33
"282","HANOVER, NH US",1894,3,9,43,24
"283","HANOVER, NH US",1894,3,10,49,23
"284","HANOVER, NH US",1894,3,11,48,34
"285","HANOVER, NH US",1894,3,12,43,34
"286","HANOVER, NH US",1894,3,13,42,19
"287","HANOVER, NH US",1894,3,14,38,33
"288","HANOVER, NH US",1894,3,15,35,19
"289","HANOVER, NH US",1894,3,16,41,31
"290","HANOVER, NH US",1894,3,17,44,31
"291","HANOVER, NH US",1894,3,18,56,33
"292","HANOVER, NH US",1894,3,19,63,45
"293","HANOVER, NH US",1894,3,20,46,32
"294","HANOVER, NH US",1894,3,21,37,29
"295","HANOVER, NH US",1894,3,22,42,36
"296","HANOVER, NH US",1894,3,23,40,31
"297","HANOVER, NH US",1894,3,24,39,24
"298","HANOVER, NH US",1894,3,25,42,32
"299","HANOVER, NH US",1894,3,26,30,24
"300","HANOVER, NH US",1894,3,27,26,11
"301","HANOVER, NH US",1894,3,28,34,15
"302","HANOVER, NH US",1894,3,29,41,26
"303","HANOVER, NH US",1894,3,30,43,28
"304","HANOVER, NH US",1894,3,31,52,26
"305","HANOVER, NH US",1894,4,1,58,42
"306","HANOVER, NH US",1894,4,2,32,30
"307","HANOVER, NH US",1894,4,3,38,19
"308","HANOVER, NH US",1894,4,4,43,32
"309","HANOVER, NH US",1894,4,5,47,33
"310","HANOVER, NH US",1894,4,6,42,34
"311","HANOVER, NH US",1894,4,7,47,27
"312","HANOVER, NH US",1894,4,8,37,32
"313","HANOVER, NH US",1894,4,9,42,30
"314","HANOVER, NH US",1894,4,10,50,25
"315","HANOVER, NH US",1894,4,11,46,34
"316","HANOVER, NH US",1894,4,12,38,33
"317","HANOVER, NH US",1894,4,13,52,37
"318","HANOVER, NH US",1894,4,14,53,38
"319","HANOVER, NH US",1894,4,15,59,34
"320","HANOVER, NH US",1894,4,16,64,33
"321","HANOVER, NH US",1894,4,17,64,32
"322","HANOVER, NH US",1894,4,18,66,33
"323","HANOVER, NH US",1894,4,19,63,41
"324","HANOVER, NH US",1894,4,20,69,52
"325","HANOVER, NH US",1894,4,21,68,52
"326","HANOVER, NH US",1894,4,22,54,43
"327","HANOVER, NH US",1894,4,23,61,43
"328","HANOVER, NH US",1894,4,24,58,47
"329","HANOVER, NH US",1894,4,25,57,35
"330","HANOVER, NH US",1894,4,26,67,31
"331","HANOVER, NH US",1894,4,27,70,39
"332","HANOVER, NH US",1894,4,28,70,45
"333","HANOVER, NH US",1894,4,29,54,39
"334","HANOVER, NH US",1894,4,30,69,32
"335","HANOVER, NH US",1894,5,1,78,38
"336","HANOVER, NH US",1894,5,2,79,53
"337","HANOVER, NH US",1894,5,3,69,52
"338","HANOVER, NH US",1894,5,4,63,51
"339","HANOVER, NH US",1894,5,5,70,54
"340","HANOVER, NH US",1894,5,6,62,54
"341","HANOVER, NH US",1894,5,7,68,56
"342","HANOVER, NH US",1894,5,8,67,44
"343","HANOVER, NH US",1894,5,9,65,48
"344","HANOVER, NH US",1894,5,10,66,42
"345","HANOVER, NH US",1894,5,11,61,45
"346","HANOVER, NH US",1894,5,12,69,37
"347","HANOVER, NH US",1894,5,13,70,49
"348","HANOVER, NH US",1894,5,14,54,39
"349","HANOVER, NH US",1894,5,15,57,33
"350","HANOVER, NH US",1894,5,16,67,36
"351","HANOVER, NH US",1894,5,17,71,35
"352","HANOVER, NH US",1894,5,18,61,35
"353","HANOVER, NH US",1894,5,19,60,54
"354","HANOVER, NH US",1894,5,20,55,48
"355","HANOVER, NH US",1894,5,21,60,46
"356","HANOVER, NH US",1894,5,22,68,37
"357","HANOVER, NH US",1894,5,23,70,45
"358","HANOVER, NH US",1894,5,24,62,57
"359","HANOVER, NH US",1894,5,25,53,50
"360","HANOVER, NH US",1894,5,26,61,49
"361","HANOVER, NH US",1894,5,27,70,46
"362","HANOVER, NH US",1894,5,28,73,46
"363","HANOVER, NH US",1894,5,29,63,47
"364","HANOVER, NH US",1894,5,30,64,39
"365","HANOVER, NH US",1894,5,31,52,47
"366","HANOVER, NH US",1894,6,1,59,47
"367","HANOVER, NH US",1894,6,2,62,49
"368","HANOVER, NH US",1894,6,3,65,48
"369","HANOVER, NH US",1894,6,4,71,50
"370","HANOVER, NH US",1894,6,5,59,41
"371","HANOVER, NH US",1894,6,6,62,37
"372","HANOVER, NH US",1894,6,7,62,38
"373","HANOVER, NH US",1894,6,8,68,37
"374","HANOVER, NH US",1894,6,9,75,41
"375","HANOVER, NH US",1894,6,10,80,46
"376","HANOVER, NH US",1894,6,11,86,59
"377","HANOVER, NH US",1894,6,12,76,55
"378","HANOVER, NH US",1894,6,13,68,55
"379","HANOVER, NH US",1894,6,14,78,47
"380","HANOVER, NH US",1894,6,15,81,51
"381","HANOVER, NH US",1894,6,16,88,59
"382","HANOVER, NH US",1894,6,17,88,59
"383","HANOVER, NH US",1894,6,18,88,64
"384","HANOVER, NH US",1894,6,19,81,66
"385","HANOVER, NH US",1894,6,20,81,65
"386","HANOVER, NH US",1894,6,21,81,59
"387","HANOVER, NH US",1894,6,22,85,63
"388","HANOVER, NH US",1894,6,23,88,64
"389","HANOVER, NH US",1894,6,24,70,64
"390","HANOVER, NH US",1894,6,25,73,57
"391","HANOVER, NH US",1894,6,26,83,64
"392","HANOVER, NH US",1894,6,27,83,65
"393","HANOVER, NH US",1894,6,28,82,62
"394","HANOVER, NH US",1894,6,29,82,61
"395","HANOVER, NH US",1894,6,30,83,64
"396","HANOVER, NH US",1894,7,1,84,61
"397","HANOVER, NH US",1894,7,2,87,54
"398","HANOVER, NH US",1894,7,3,81,70
"399","HANOVER, NH US",1894,7,4,79,70
"400","HANOVER, NH US",1894,7,5,73,56
"401","HANOVER, NH US",1894,7,6,77,52
"402","HANOVER, NH US",1894,7,7,74,58
"403","HANOVER, NH US",1894,7,8,68,51
"404","HANOVER, NH US",1894,7,9,72,54
"405","HANOVER, NH US",1894,7,10,74,51
"406","HANOVER, NH US",1894,7,11,78,50
"407","HANOVER, NH US",1894,7,12,79,60
"408","HANOVER, NH US",1894,7,13,87,70
"409","HANOVER, NH US",1894,7,14,74,61
"410","HANOVER, NH US",1894,7,15,78,60
"411","HANOVER, NH US",1894,7,16,78,61
"412","HANOVER, NH US",1894,7,17,80,62
"413","HANOVER, NH US",1894,7,18,83,54
"414","HANOVER, NH US",1894,7,19,88,60
"415","HANOVER, NH US",1894,7,20,90,64
"416","HANOVER, NH US",1894,7,21,72,64
"417","HANOVER, NH US",1894,7,22,76,58
"418","HANOVER, NH US",1894,7,23,79,52
"419","HANOVER, NH US",1894,7,24,70,59
"420","HANOVER, NH US",1894,7,25,82,64
"421","HANOVER, NH US",1894,7,26,78,67
"422","HANOVER, NH US",1894,7,27,82,53
"423","HANOVER, NH US",1894,7,28,90,67
"424","HANOVER, NH US",1894,7,29,89,69
"425","HANOVER, NH US",1894,7,30,85,66
"426","HANOVER, NH US",1894,7,31,78,63
"427","HANOVER, NH US",1894,8,1,75,50
"428","HANOVER, NH US",1894,8,2,70,59
"429","HANOVER, NH US",1894,8,3,77,63
"430","HANOVER, NH US",1894,8,4,72,54
"431","HANOVER, NH US",1894,8,5,74,50
"432","HANOVER, NH US",1894,8,6,79,50
"433","HANOVER, NH US",1894,8,7,82,53
"434","HANOVER, NH US",1894,8,8,82,58
"435","HANOVER, NH US",1894,8,9,67,62
"436","HANOVER, NH US",1894,8,10,66,49
"437","HANOVER, NH US",1894,8,11,70,47
"438","HANOVER, NH US",1894,8,12,71,49
"439","HANOVER, NH US",1894,8,13,63,43
"440","HANOVER, NH US",1894,8,14,71,61
"441","HANOVER, NH US",1894,8,15,74,59
"442","HANOVER, NH US",1894,8,16,70,58
"443","HANOVER, NH US",1894,8,17,71,43
"444","HANOVER, NH US",1894,8,18,75,47
"445","HANOVER, NH US",1894,8,19,77,67
"446","HANOVER, NH US",1894,8,20,74,63
"447","HANOVER, NH US",1894,8,21,62,49
"448","HANOVER, NH US",1894,8,22,72,38
"449","HANOVER, NH US",1894,8,23,79,48
"450","HANOVER, NH US",1894,8,24,83,52
"451","HANOVER, NH US",1894,8,25,85,59
"452","HANOVER, NH US",1894,8,26,71,56
"453","HANOVER, NH US",1894,8,27,68,39
"454","HANOVER, NH US",1894,8,28,74,55
"455","HANOVER, NH US",1894,8,29,78,46
"456","HANOVER, NH US",1894,8,30,58,48
"457","HANOVER, NH US",1894,8,31,72,56
"458","HANOVER, NH US",1894,9,1,71,45
"459","HANOVER, NH US",1894,9,2,70,55
"460","HANOVER, NH US",1894,9,3,67,56
"461","HANOVER, NH US",1894,9,4,77,46
"462","HANOVER, NH US",1894,9,5,85,62
"463","HANOVER, NH US",1894,9,6,78,54
"464","HANOVER, NH US",1894,9,7,79,48
"465","HANOVER, NH US",1894,9,8,66,56
"466","HANOVER, NH US",1894,9,9,82,58
"467","HANOVER, NH US",1894,9,10,79,59
"468","HANOVER, NH US",1894,9,11,65,50
"469","HANOVER, NH US",1894,9,12,65,39
"470","HANOVER, NH US",1894,9,13,69,39
"471","HANOVER, NH US",1894,9,14,60,51
"472","HANOVER, NH US",1894,9,15,75,57
"473","HANOVER, NH US",1894,9,16,74,59
"474","HANOVER, NH US",1894,9,17,73,60
"475","HANOVER, NH US",1894,9,18,72,47
"476","HANOVER, NH US",1894,9,19,66,54
"477","HANOVER, NH US",1894,9,20,73,54
"478","HANOVER, NH US",1894,9,21,74,54
"479","HANOVER, NH US",1894,9,22,76,52
"480","HANOVER, NH US",1894,9,23,75,58
"481","HANOVER, NH US",1894,9,24,67,53
"482","HANOVER, NH US",1894,9,25,55,44
"483","HANOVER, NH US",1894,9,26,54,32
"484","HANOVER, NH US",1894,9,27,61,34
"485","HANOVER, NH US",1894,9,28,66,40
"486","HANOVER, NH US",1894,9,29,72,49
"487","HANOVER, NH US",1894,9,30,57,49
"488","HANOVER, NH US",1894,10,1,62,46
"489","HANOVER, NH US",1894,10,2,55,46
"490","HANOVER, NH US",1894,10,3,57,45
"491","HANOVER, NH US",1894,10,4,66,53
"492","HANOVER, NH US",1894,10,5,61,53
"493","HANOVER, NH US",1894,10,6,58,48
"494","HANOVER, NH US",1894,10,7,59,38
"495","HANOVER, NH US",1894,10,8,61,30
"496","HANOVER, NH US",1894,10,9,59,48
"497","HANOVER, NH US",1894,10,10,47,38
"498","HANOVER, NH US",1894,10,11,54,43
"499","HANOVER, NH US",1894,10,12,55,35
"500","HANOVER, NH US",1894,10,13,55,38
"501","HANOVER, NH US",1894,10,14,54,45
"502","HANOVER, NH US",1894,10,15,44,35
"503","HANOVER, NH US",1894,10,16,50,31
"504","HANOVER, NH US",1894,10,17,56,31
"505","HANOVER, NH US",1894,10,18,52,41
"506","HANOVER, NH US",1894,10,19,58,27
"507","HANOVER, NH US",1894,10,20,67,44
"508","HANOVER, NH US",1894,10,21,64,44
"509","HANOVER, NH US",1894,10,22,56,47
"510","HANOVER, NH US",1894,10,23,51,48
"511","HANOVER, NH US",1894,10,24,49,45
"512","HANOVER, NH US",1894,10,25,50,44
"513","HANOVER, NH US",1894,10,26,57,42
"514","HANOVER, NH US",1894,10,27,59,36
"515","HANOVER, NH US",1894,10,28,60,38
"516","HANOVER, NH US",1894,10,29,60,36
"517","HANOVER, NH US",1894,10,30,53,34
"518","HANOVER, NH US",1894,10,31,58,47
"519","HANOVER, NH US",1894,11,1,59,43
"520","HANOVER, NH US",1894,11,2,54,38
"521","HANOVER, NH US",1894,11,3,57,44
"522","HANOVER, NH US",1894,11,4,52,39
"523","HANOVER, NH US",1894,11,5,39,33
"524","HANOVER, NH US",1894,11,6,34,29
"525","HANOVER, NH US",1894,11,7,33,26
"526","HANOVER, NH US",1894,11,8,30,15
"527","HANOVER, NH US",1894,11,9,30,25
"528","HANOVER, NH US",1894,11,10,36,28
"529","HANOVER, NH US",1894,11,11,36,24
"530","HANOVER, NH US",1894,11,12,32,25
"531","HANOVER, NH US",1894,11,13,32,18
"532","HANOVER, NH US",1894,11,14,37,27
"533","HANOVER, NH US",1894,11,15,40,28
"534","HANOVER, NH US",1894,11,16,47,28
"535","HANOVER, NH US",1894,11,17,41,37
"536","HANOVER, NH US",1894,11,18,36,19
"537","HANOVER, NH US",1894,11,19,40,30
"538","HANOVER, NH US",1894,11,20,26,8
"539","HANOVER, NH US",1894,11,21,46,21
"540","HANOVER, NH US",1894,11,22,42,34
"541","HANOVER, NH US",1894,11,23,45,25
"542","HANOVER, NH US",1894,11,24,39,29
"543","HANOVER, NH US",1894,11,25,35,27
"544","HANOVER, NH US",1894,11,26,28,18
"545","HANOVER, NH US",1894,11,27,43,17
"546","HANOVER, NH US",1894,11,28,39,18
"547","HANOVER, NH US",1894,11,29,20,12
"548","HANOVER, NH US",1894,11,30,23,10
"549","HANOVER, NH US",1894,12,1,31,19
"550","HANOVER, NH US",1894,12,2,34,28
"551","HANOVER, NH US",1894,12,3,31,19
"552","HANOVER, NH US",1894,12,4,34,14
"553","HANOVER, NH US",1894,12,5,32,11
"554","HANOVER, NH US",1894,12,6,40,20
"555","HANOVER, NH US",1894,12,7,29,15
"556","HANOVER, NH US",1894,12,8,31,25
"557","HANOVER, NH US",1894,12,9,26,22
"558","HANOVER, NH US",1894,12,10,30,21
"559","HANOVER, NH US",1894,12,11,33,14
"560","HANOVER, NH US",1894,12,12,38,31
"561","HANOVER, NH US",1894,12,13,42,33
"562","HANOVER, NH US",1894,12,14,40,28
"563","HANOVER, NH US",1894,12,15,46,23
"564","HANOVER, NH US",1894,12,16,46,24
"565","HANOVER, NH US",1894,12,17,44,39
"566","HANOVER, NH US",1894,12,18,37,21
"567","HANOVER, NH US",1894,12,19,34,15
"568","HANOVER, NH US",1894,12,20,37,19
"569","HANOVER, NH US",1894,12,21,39,15
"570","HANOVER, NH US",1894,12,22,44,31
"571","HANOVER, NH US",1894,12,23,14,9
"572","HANOVER, NH US",1894,12,24,25,-1
"573","HANOVER, NH US",1894,12,25,39,20
"574","HANOVER, NH US",1894,12,26,21,4
"575","HANOVER, NH US",1894,12,27,20,12
"576","HANOVER, NH US",1894,12,28,8,-12
"577","HANOVER, NH US",1894,12,29,2,-7
"578","HANOVER, NH US",1894,12,30,12,-18
"579","HANOVER, NH US",1894,12,31,14,-7
"580","HANOVER, NH US",1895,1,1,10,-14
"581","HANOVER, NH US",1895,1,2,19,-9
