"","NAME","Year","Month","Day","TMAX","TMIN"
"5447","HANOVER, NH US",1908,5,10,52,39
"5448","HANOVER, NH US",1908,5,11,78,33
"5449","HANOVER, NH US",1908,5,12,80,48
"5450","HANOVER, NH US",1908,5,13,68,49
"5451","HANOVER, NH US",1908,5,14,62,41
"5452","HANOVER, NH US",1908,5,15,70,34
"5453","HANOVER, NH US",1908,5,16,76,36
"5454","HANOVER, NH US",1908,5,17,73,50
"5455","HANOVER, NH US",1908,5,18,80,45
"5456","HANOVER, NH US",1908,5,19,78,45
"5457","HANOVER, NH US",1908,5,20,69,52
"5458","HANOVER, NH US",1908,5,21,79,57
"5459","HANOVER, NH US",1908,5,22,72,58
"5460","HANOVER, NH US",1908,5,23,80,58
"5461","HANOVER, NH US",1908,5,24,79,54
"5462","HANOVER, NH US",1908,5,25,80,40
"5463","HANOVER, NH US",1908,5,26,90,50
"5464","HANOVER, NH US",1908,5,27,85,62
"5465","HANOVER, NH US",1908,5,28,73,54
"5466","HANOVER, NH US",1908,5,29,75,52
"5467","HANOVER, NH US",1908,5,30,81,59
"5468","HANOVER, NH US",1908,5,31,81,62
"5469","HANOVER, NH US",1908,6,1,64,46
"5470","HANOVER, NH US",1908,6,2,65,40
"5471","HANOVER, NH US",1908,6,3,72,32
"5472","HANOVER, NH US",1908,6,4,77,48
"5473","HANOVER, NH US",1908,6,5,77,37
"5474","HANOVER, NH US",1908,6,6,81,41
"5475","HANOVER, NH US",1908,6,7,88,46
"5476","HANOVER, NH US",1908,6,8,92,53
"5477","HANOVER, NH US",1908,6,9,91,59
"5478","HANOVER, NH US",1908,6,10,81,62
"5479","HANOVER, NH US",1908,6,11,74,48
"5480","HANOVER, NH US",1908,6,12,79,43
"5481","HANOVER, NH US",1908,6,13,86,44
"5482","HANOVER, NH US",1908,6,14,88,46
"5483","HANOVER, NH US",1908,6,15,77,58
"5484","HANOVER, NH US",1908,6,16,67,52
"5485","HANOVER, NH US",1908,6,17,72,36
"5486","HANOVER, NH US",1908,6,18,79,38
"5487","HANOVER, NH US",1908,6,19,87,50
"5488","HANOVER, NH US",1908,6,20,86,65
"5489","HANOVER, NH US",1908,6,21,82,55
"5490","HANOVER, NH US",1908,6,22,78,48
"5491","HANOVER, NH US",1908,6,23,78,50
"5492","HANOVER, NH US",1908,6,24,90,61
"5493","HANOVER, NH US",1908,6,25,77,61
"5494","HANOVER, NH US",1908,6,26,82,44
"5495","HANOVER, NH US",1908,6,27,86,47
"5496","HANOVER, NH US",1908,6,28,86,50
"5497","HANOVER, NH US",1908,6,29,81,59
"5498","HANOVER, NH US",1908,6,30,82,59
"5499","HANOVER, NH US",1908,7,1,86,48
"5500","HANOVER, NH US",1908,7,2,90,59
"5501","HANOVER, NH US",1908,7,3,83,60
"5502","HANOVER, NH US",1908,7,4,86,64
"5503","HANOVER, NH US",1908,7,5,87,69
"5504","HANOVER, NH US",1908,7,6,90,58
"5505","HANOVER, NH US",1908,7,7,95,62
"5506","HANOVER, NH US",1908,7,8,79,58
"5507","HANOVER, NH US",1908,7,9,83,46
"5508","HANOVER, NH US",1908,7,10,87,47
"5509","HANOVER, NH US",1908,7,11,91,52
"5510","HANOVER, NH US",1908,7,12,94,65
"5511","HANOVER, NH US",1908,7,13,89,60
"5512","HANOVER, NH US",1908,7,14,81,61
"5513","HANOVER, NH US",1908,7,15,75,52
"5514","HANOVER, NH US",1908,7,16,75,46
"5515","HANOVER, NH US",1908,7,17,76,41
"5516","HANOVER, NH US",1908,7,18,84,59
"5517","HANOVER, NH US",1908,7,19,84,61
"5518","HANOVER, NH US",1908,7,20,82,61
"5519","HANOVER, NH US",1908,7,21,81,59
"5520","HANOVER, NH US",1908,7,22,86,60
"5521","HANOVER, NH US",1908,7,23,90,56
"5522","HANOVER, NH US",1908,7,24,88,59
"5523","HANOVER, NH US",1908,7,25,72,61
"5524","HANOVER, NH US",1908,7,26,85,54
"5525","HANOVER, NH US",1908,7,27,90,52
"5526","HANOVER, NH US",1908,7,28,85,63
"5527","HANOVER, NH US",1908,7,29,91,65
"5528","HANOVER, NH US",1908,7,30,93,67
"5529","HANOVER, NH US",1908,7,31,95,66
"5530","HANOVER, NH US",1908,8,1,82,62
"5531","HANOVER, NH US",1908,8,2,82,52
"5532","HANOVER, NH US",1908,8,3,81,47
"5533","HANOVER, NH US",1908,8,4,85,57
"5534","HANOVER, NH US",1908,8,5,73,65
"5535","HANOVER, NH US",1908,8,6,86,66
"5536","HANOVER, NH US",1908,8,7,72,60
"5537","HANOVER, NH US",1908,8,8,81,59
"5538","HANOVER, NH US",1908,8,9,84,55
"5539","HANOVER, NH US",1908,8,10,85,56
"5540","HANOVER, NH US",1908,8,11,80,57
"5541","HANOVER, NH US",1908,8,12,81,57
"5542","HANOVER, NH US",1908,8,13,92,68
"5543","HANOVER, NH US",1908,8,14,87,65
"5544","HANOVER, NH US",1908,8,15,79,60
"5545","HANOVER, NH US",1908,8,16,82,44
"5546","HANOVER, NH US",1908,8,17,66,58
"5547","HANOVER, NH US",1908,8,18,77,56
"5548","HANOVER, NH US",1908,8,19,73,46
"5549","HANOVER, NH US",1908,8,20,70,42
"5550","HANOVER, NH US",1908,8,21,77,40
"5551","HANOVER, NH US",1908,8,22,72,54
"5552","HANOVER, NH US",1908,8,23,77,50
"5553","HANOVER, NH US",1908,8,24,76,42
"5554","HANOVER, NH US",1908,8,25,76,41
"5555","HANOVER, NH US",1908,8,26,64,50
"5556","HANOVER, NH US",1908,8,27,70,47
"5557","HANOVER, NH US",1908,8,28,75,42
"5558","HANOVER, NH US",1908,8,29,78,38
"5559","HANOVER, NH US",1908,8,30,84,37
"5560","HANOVER, NH US",1908,8,31,86,48
"5561","HANOVER, NH US",1908,9,1,87,50
"5562","HANOVER, NH US",1908,9,2,79,58
"5563","HANOVER, NH US",1908,9,3,76,48
"5564","HANOVER, NH US",1908,9,4,78,40
"5565","HANOVER, NH US",1908,9,5,80,42
"5566","HANOVER, NH US",1908,9,6,75,58
"5567","HANOVER, NH US",1908,9,7,71,48
"5568","HANOVER, NH US",1908,9,8,70,38
"5569","HANOVER, NH US",1908,9,9,83,36
"5570","HANOVER, NH US",1908,9,10,82,48
"5571","HANOVER, NH US",1908,9,11,87,54
"5572","HANOVER, NH US",1908,9,12,77,50
"5573","HANOVER, NH US",1908,9,13,84,49
"5574","HANOVER, NH US",1908,9,14,71,42
"5575","HANOVER, NH US",1908,9,15,74,32
"5576","HANOVER, NH US",1908,9,16,78,32
"5577","HANOVER, NH US",1908,9,17,82,48
"5578","HANOVER, NH US",1908,9,18,83,43
"5579","HANOVER, NH US",1908,9,19,72,42
"5580","HANOVER, NH US",1908,9,20,73,29
"5581","HANOVER, NH US",1908,9,21,80,40
"5582","HANOVER, NH US",1908,9,22,86,49
"5583","HANOVER, NH US",1908,9,23,82,46
"5584","HANOVER, NH US",1908,9,24,86,52
"5585","HANOVER, NH US",1908,9,25,84,52
"5586","HANOVER, NH US",1908,9,26,80,53
"5587","HANOVER, NH US",1908,9,27,86,53
"5588","HANOVER, NH US",1908,9,28,76,57
"5589","HANOVER, NH US",1908,9,29,73,50
"5590","HANOVER, NH US",1908,9,30,66,30
"5591","HANOVER, NH US",1908,10,1,65,25
"5592","HANOVER, NH US",1908,10,2,53,40
"5593","HANOVER, NH US",1908,10,3,62,28
"5594","HANOVER, NH US",1908,10,4,64,28
"5595","HANOVER, NH US",1908,10,5,71,41
"5596","HANOVER, NH US",1908,10,6,74,27
"5597","HANOVER, NH US",1908,10,7,75,29
"5598","HANOVER, NH US",1908,10,8,74,39
"5599","HANOVER, NH US",1908,10,9,60,44
"5600","HANOVER, NH US",1908,10,10,61,32
"5601","HANOVER, NH US",1908,10,11,70,27
"5602","HANOVER, NH US",1908,10,12,60,26
"5603","HANOVER, NH US",1908,10,13,62,19
"5604","HANOVER, NH US",1908,10,14,75,26
"5605","HANOVER, NH US",1908,10,15,81,32
"5606","HANOVER, NH US",1908,10,16,81,36
"5607","HANOVER, NH US",1908,10,17,81,40
"5608","HANOVER, NH US",1908,10,18,79,36
"5609","HANOVER, NH US",1908,10,19,59,39
"5610","HANOVER, NH US",1908,10,20,56,26
"5611","HANOVER, NH US",1908,10,21,62,19
"5612","HANOVER, NH US",1908,10,22,68,22
"5613","HANOVER, NH US",1908,10,23,71,26
"5614","HANOVER, NH US",1908,10,24,66,39
"5615","HANOVER, NH US",1908,10,25,66,58
"5616","HANOVER, NH US",1908,10,26,61,50
"5617","HANOVER, NH US",1908,10,27,66,50
"5618","HANOVER, NH US",1908,10,28,51,42
"5619","HANOVER, NH US",1908,10,29,68,47
"5620","HANOVER, NH US",1908,10,30,52,34
"5621","HANOVER, NH US",1908,10,31,38,31
"5622","HANOVER, NH US",1908,11,1,36,25
"5623","HANOVER, NH US",1908,11,2,46,22
"5624","HANOVER, NH US",1908,11,3,52,34
"5625","HANOVER, NH US",1908,11,4,49,25
"5626","HANOVER, NH US",1908,11,5,35,23
"5627","HANOVER, NH US",1908,11,6,39,25
"5628","HANOVER, NH US",1908,11,7,44,32
"5629","HANOVER, NH US",1908,11,8,42,32
"5630","HANOVER, NH US",1908,11,9,54,29
"5631","HANOVER, NH US",1908,11,10,42,28
"5632","HANOVER, NH US",1908,11,11,44,39
"5633","HANOVER, NH US",1908,11,12,44,31
"5634","HANOVER, NH US",1908,11,13,40,28
"5635","HANOVER, NH US",1908,11,14,45,18
"5636","HANOVER, NH US",1908,11,15,37,28
"5637","HANOVER, NH US",1908,11,16,40,22
"5638","HANOVER, NH US",1908,11,17,36,25
"5639","HANOVER, NH US",1908,11,18,32,26
"5640","HANOVER, NH US",1908,11,19,34,13
"5641","HANOVER, NH US",1908,11,20,41,27
"5642","HANOVER, NH US",1908,11,21,39,17
"5643","HANOVER, NH US",1908,11,22,41,11
"5644","HANOVER, NH US",1908,11,23,37,16
"5645","HANOVER, NH US",1908,11,24,42,24
"5646","HANOVER, NH US",1908,11,25,44,32
"5647","HANOVER, NH US",1908,11,26,56,41
"5648","HANOVER, NH US",1908,11,27,57,41
"5649","HANOVER, NH US",1908,11,28,45,35
"5650","HANOVER, NH US",1908,11,29,50,30
"5651","HANOVER, NH US",1908,11,30,45,27
"5652","HANOVER, NH US",1908,12,1,59,37
"5653","HANOVER, NH US",1908,12,2,38,19
"5654","HANOVER, NH US",1908,12,3,24,10
"5655","HANOVER, NH US",1908,12,4,35,6
"5656","HANOVER, NH US",1908,12,5,34,4
"5657","HANOVER, NH US",1908,12,6,21,-5
"5658","HANOVER, NH US",1908,12,7,39,6
"5659","HANOVER, NH US",1908,12,8,35,24
"5660","HANOVER, NH US",1908,12,9,29,14
"5661","HANOVER, NH US",1908,12,10,16,0
"5662","HANOVER, NH US",1908,12,11,20,-6
"5663","HANOVER, NH US",1908,12,12,33,20
"5664","HANOVER, NH US",1908,12,13,30,15
"5665","HANOVER, NH US",1908,12,14,38,12
"5666","HANOVER, NH US",1908,12,15,43,22
"5667","HANOVER, NH US",1908,12,16,40,15
"5668","HANOVER, NH US",1908,12,17,22,4
"5669","HANOVER, NH US",1908,12,18,19,6
"5670","HANOVER, NH US",1908,12,19,28,2
"5671","HANOVER, NH US",1908,12,20,34,23
"5672","HANOVER, NH US",1908,12,21,37,18
"5673","HANOVER, NH US",1908,12,22,29,1
"5674","HANOVER, NH US",1908,12,23,18,0
"5675","HANOVER, NH US",1908,12,24,19,-10
"5676","HANOVER, NH US",1908,12,25,34,16
"5677","HANOVER, NH US",1908,12,26,42,28
"5678","HANOVER, NH US",1908,12,27,38,13
"5679","HANOVER, NH US",1908,12,29,34,9
"5680","HANOVER, NH US",1908,12,30,29,8
"5681","HANOVER, NH US",1908,12,31,35,26
"5682","HANOVER, NH US",1909,1,1,29,0
"5683","HANOVER, NH US",1909,1,2,28,-11
"5684","HANOVER, NH US",1909,1,3,34,6
"5685","HANOVER, NH US",1909,1,4,40,33
"5686","HANOVER, NH US",1909,1,5,45,34
"5687","HANOVER, NH US",1909,1,6,50,18
"5688","HANOVER, NH US",1909,1,7,28,0
"5689","HANOVER, NH US",1909,1,8,17,-6
"5690","HANOVER, NH US",1909,1,9,26,4
"5691","HANOVER, NH US",1909,1,11,43,30
"5692","HANOVER, NH US",1909,1,12,30,9
"5693","HANOVER, NH US",1909,1,13,11,-15
"5694","HANOVER, NH US",1909,1,14,22,7
"5695","HANOVER, NH US",1909,1,15,39,5
"5696","HANOVER, NH US",1909,1,16,8,-11
"5697","HANOVER, NH US",1909,1,17,16,-2
"5698","HANOVER, NH US",1909,1,18,25,-14
"5699","HANOVER, NH US",1909,1,19,21,-22
"5700","HANOVER, NH US",1909,1,20,37,6
"5701","HANOVER, NH US",1909,1,21,42,10
"5702","HANOVER, NH US",1909,1,22,43,36
"5703","HANOVER, NH US",1909,1,23,40,33
"5704","HANOVER, NH US",1909,1,24,35,23
"5705","HANOVER, NH US",1909,1,25,37,22
"5706","HANOVER, NH US",1909,1,26,36,16
"5707","HANOVER, NH US",1909,1,27,31,3
"5708","HANOVER, NH US",1909,1,28,31,12
"5709","HANOVER, NH US",1909,1,29,24,1
"5710","HANOVER, NH US",1909,1,30,24,15
"5711","HANOVER, NH US",1909,1,31,20,3
"5712","HANOVER, NH US",1909,2,1,6,-10
"5713","HANOVER, NH US",1909,2,2,23,-6
"5714","HANOVER, NH US",1909,2,3,22,-14
"5715","HANOVER, NH US",1909,2,4,24,-20
"5716","HANOVER, NH US",1909,2,5,48,13
"5717","HANOVER, NH US",1909,2,6,43,27
"5718","HANOVER, NH US",1909,2,7,37,14
"5719","HANOVER, NH US",1909,2,8,38,9
"5720","HANOVER, NH US",1909,2,9,18,-4
"5721","HANOVER, NH US",1909,2,10,38,8
"5722","HANOVER, NH US",1909,2,11,33,19
"5723","HANOVER, NH US",1909,2,12,38,4
"5724","HANOVER, NH US",1909,2,13,43,27
"5725","HANOVER, NH US",1909,2,14,29,11
"5726","HANOVER, NH US",1909,2,15,30,17
"5727","HANOVER, NH US",1909,2,16,30,20
"5728","HANOVER, NH US",1909,2,17,29,18
"5729","HANOVER, NH US",1909,2,18,24,9
"5730","HANOVER, NH US",1909,2,19,36,6
"5731","HANOVER, NH US",1909,2,20,43,32
"5732","HANOVER, NH US",1909,2,21,35,14
"5733","HANOVER, NH US",1909,2,22,42,13
"5734","HANOVER, NH US",1909,2,23,38,18
"5735","HANOVER, NH US",1909,2,24,38,31
"5736","HANOVER, NH US",1909,2,25,39,10
"5737","HANOVER, NH US",1909,2,26,27,5
"5738","HANOVER, NH US",1909,2,27,32,10
"5739","HANOVER, NH US",1909,2,28,33,14
"5740","HANOVER, NH US",1909,3,1,31,-2
"5741","HANOVER, NH US",1909,3,2,48,19
"5742","HANOVER, NH US",1909,3,3,40,21
"5743","HANOVER, NH US",1909,3,4,33,24
"5744","HANOVER, NH US",1909,3,5,26,14
"5745","HANOVER, NH US",1909,3,6,37,1
"5746","HANOVER, NH US",1909,3,7,37,5
"5747","HANOVER, NH US",1909,3,8,35,19
"5748","HANOVER, NH US",1909,3,9,30,3
"5749","HANOVER, NH US",1909,3,10,41,28
"5750","HANOVER, NH US",1909,3,11,41,23
"5751","HANOVER, NH US",1909,3,12,37,23
"5752","HANOVER, NH US",1909,3,13,36,11
"5753","HANOVER, NH US",1909,3,14,42,22
"5754","HANOVER, NH US",1909,3,15,35,19
"5755","HANOVER, NH US",1909,3,16,36,5
"5756","HANOVER, NH US",1909,3,17,34,21
"5757","HANOVER, NH US",1909,3,18,35,12
"5758","HANOVER, NH US",1909,3,19,41,7
"5759","HANOVER, NH US",1909,3,20,34,24
"5760","HANOVER, NH US",1909,3,21,33,7
"5761","HANOVER, NH US",1909,3,22,34,7
"5762","HANOVER, NH US",1909,3,23,40,20
"5763","HANOVER, NH US",1909,3,24,48,13
"5764","HANOVER, NH US",1909,3,25,38,27
"5765","HANOVER, NH US",1909,3,26,41,33
"5766","HANOVER, NH US",1909,3,27,47,28
"5767","HANOVER, NH US",1909,3,28,47,28
"5768","HANOVER, NH US",1909,3,29,41,31
"5769","HANOVER, NH US",1909,3,30,40,26
"5770","HANOVER, NH US",1909,3,31,46,32
"5771","HANOVER, NH US",1909,4,1,43,27
"5772","HANOVER, NH US",1909,4,2,52,16
"5773","HANOVER, NH US",1909,4,3,47,32
"5774","HANOVER, NH US",1909,4,4,49,33
"5775","HANOVER, NH US",1909,4,5,62,27
"5776","HANOVER, NH US",1909,4,6,69,38
"5777","HANOVER, NH US",1909,4,7,73,32
"5778","HANOVER, NH US",1909,4,8,48,35
"5779","HANOVER, NH US",1909,4,9,42,25
"5780","HANOVER, NH US",1909,4,10,38,23
"5781","HANOVER, NH US",1909,4,11,42,19
"5782","HANOVER, NH US",1909,4,12,59,18
"5783","HANOVER, NH US",1909,4,13,72,25
"5784","HANOVER, NH US",1909,4,14,60,36
"5785","HANOVER, NH US",1909,4,15,51,33
"5786","HANOVER, NH US",1909,4,16,59,28
"5787","HANOVER, NH US",1909,4,17,57,36
"5788","HANOVER, NH US",1909,4,18,58,31
"5789","HANOVER, NH US",1909,4,20,54,36
"5790","HANOVER, NH US",1909,4,21,52,26
"5791","HANOVER, NH US",1909,4,22,63,34
"5792","HANOVER, NH US",1909,4,23,52,34
"5793","HANOVER, NH US",1909,4,24,44,28
"5794","HANOVER, NH US",1909,4,25,54,19
"5795","HANOVER, NH US",1909,4,26,49,33
"5796","HANOVER, NH US",1909,4,27,59,21
"5797","HANOVER, NH US",1909,4,28,47,19
"5798","HANOVER, NH US",1909,4,29,49,23
"5799","HANOVER, NH US",1909,4,30,41,32
"5800","HANOVER, NH US",1909,5,1,39,32
"5801","HANOVER, NH US",1909,5,2,48,33
"5802","HANOVER, NH US",1909,5,3,56,32
"5803","HANOVER, NH US",1909,5,4,59,41
"5804","HANOVER, NH US",1909,5,5,63,32
"5805","HANOVER, NH US",1909,5,6,66,46
"5806","HANOVER, NH US",1909,5,7,58,40
"5807","HANOVER, NH US",1909,5,8,72,42
"5808","HANOVER, NH US",1909,5,9,75,47
"5809","HANOVER, NH US",1909,5,10,78,55
"5810","HANOVER, NH US",1909,5,11,66,46
"5811","HANOVER, NH US",1909,5,12,67,36
"5812","HANOVER, NH US",1909,5,13,74,36
"5813","HANOVER, NH US",1909,5,14,76,52
"5814","HANOVER, NH US",1909,5,15,71,51
"5815","HANOVER, NH US",1909,5,16,57,48
"5816","HANOVER, NH US",1909,5,17,51,46
"5817","HANOVER, NH US",1909,5,18,64,47
"5818","HANOVER, NH US",1909,5,19,66,47
"5819","HANOVER, NH US",1909,5,20,62,50
"5820","HANOVER, NH US",1909,5,21,62,39
"5821","HANOVER, NH US",1909,5,22,59,42
"5822","HANOVER, NH US",1909,5,23,63,42
"5823","HANOVER, NH US",1909,5,24,74,53
"5824","HANOVER, NH US",1909,5,25,64,43
"5825","HANOVER, NH US",1909,5,26,75,30
"5826","HANOVER, NH US",1909,5,27,74,30
"5827","HANOVER, NH US",1909,5,28,60,54
"5828","HANOVER, NH US",1909,5,29,69,50
"5829","HANOVER, NH US",1909,5,30,67,47
"5830","HANOVER, NH US",1909,5,31,75,38
"5831","HANOVER, NH US",1909,6,1,72,36
"5832","HANOVER, NH US",1909,6,2,78,38
"5833","HANOVER, NH US",1909,6,3,82,50
"5834","HANOVER, NH US",1909,6,4,78,41
"5835","HANOVER, NH US",1909,6,5,57,52
"5836","HANOVER, NH US",1909,6,6,72,50
"5837","HANOVER, NH US",1909,6,7,70,43
"5838","HANOVER, NH US",1909,6,8,73,34
"5839","HANOVER, NH US",1909,6,9,76,39
"5840","HANOVER, NH US",1909,6,10,63,43
"5841","HANOVER, NH US",1909,6,11,76,51
"5842","HANOVER, NH US",1909,6,12,80,43
"5843","HANOVER, NH US",1909,6,13,79,48
"5844","HANOVER, NH US",1909,6,14,82,59
"5845","HANOVER, NH US",1909,6,15,71,53
"5846","HANOVER, NH US",1909,6,16,78,42
"5847","HANOVER, NH US",1909,6,17,77,53
"5848","HANOVER, NH US",1909,6,18,71,45
"5849","HANOVER, NH US",1909,6,19,72,41
"5850","HANOVER, NH US",1909,6,20,80,53
"5851","HANOVER, NH US",1909,6,21,85,63
"5852","HANOVER, NH US",1909,6,22,91,61
"5853","HANOVER, NH US",1909,6,23,89,60
"5854","HANOVER, NH US",1909,6,24,90,64
"5855","HANOVER, NH US",1909,6,25,90,62
"5856","HANOVER, NH US",1909,6,26,86,64
"5857","HANOVER, NH US",1909,6,27,82,54
"5858","HANOVER, NH US",1909,6,28,85,50
"5859","HANOVER, NH US",1909,6,29,77,59
"5860","HANOVER, NH US",1909,6,30,82,46
"5861","HANOVER, NH US",1909,7,1,82,53
"5862","HANOVER, NH US",1909,7,2,69,50
"5863","HANOVER, NH US",1909,7,3,66,56
"5864","HANOVER, NH US",1909,7,4,69,54
"5865","HANOVER, NH US",1909,7,5,74,41
"5866","HANOVER, NH US",1909,7,6,74,49
"5867","HANOVER, NH US",1909,7,7,72,42
"5868","HANOVER, NH US",1909,7,8,73,45
"5869","HANOVER, NH US",1909,7,9,81,42
"5870","HANOVER, NH US",1909,7,10,83,46
"5871","HANOVER, NH US",1909,7,11,83,58
"5872","HANOVER, NH US",1909,7,12,86,62
"5873","HANOVER, NH US",1909,7,13,87,70
"5874","HANOVER, NH US",1909,7,14,88,62
"5875","HANOVER, NH US",1909,7,15,92,56
"5876","HANOVER, NH US",1909,7,16,82,62
"5877","HANOVER, NH US",1909,7,17,72,54
"5878","HANOVER, NH US",1909,7,18,77,48
"5879","HANOVER, NH US",1909,7,19,67,54
"5880","HANOVER, NH US",1909,7,20,77,49
"5881","HANOVER, NH US",1909,7,21,83,46
"5882","HANOVER, NH US",1909,7,22,82,51
"5883","HANOVER, NH US",1909,7,23,70,59
"5884","HANOVER, NH US",1909,7,24,71,56
"5885","HANOVER, NH US",1909,7,25,77,50
"5886","HANOVER, NH US",1909,7,26,86,50
"5887","HANOVER, NH US",1909,7,27,89,53
"5888","HANOVER, NH US",1909,7,28,92,52
"5889","HANOVER, NH US",1909,7,29,92,59
"5890","HANOVER, NH US",1909,7,30,89,59
"5891","HANOVER, NH US",1909,7,31,85,52
"5892","HANOVER, NH US",1909,8,1,82,51
"5893","HANOVER, NH US",1909,8,2,85,45
"5894","HANOVER, NH US",1909,8,3,88,57
"5895","HANOVER, NH US",1909,8,4,83,52
"5896","HANOVER, NH US",1909,8,5,69,54
"5897","HANOVER, NH US",1909,8,6,81,58
"5898","HANOVER, NH US",1909,8,7,90,57
"5899","HANOVER, NH US",1909,8,8,94,57
"5900","HANOVER, NH US",1909,8,9,86,64
"5901","HANOVER, NH US",1909,8,10,74,58
"5902","HANOVER, NH US",1909,8,11,76,49
"5903","HANOVER, NH US",1909,8,12,79,43
"5904","HANOVER, NH US",1909,8,13,80,50
"5905","HANOVER, NH US",1909,8,14,82,54
"5906","HANOVER, NH US",1909,8,15,79,46
"5907","HANOVER, NH US",1909,8,16,65,54
"5908","HANOVER, NH US",1909,8,17,64,52
"5909","HANOVER, NH US",1909,8,18,67,56
"5910","HANOVER, NH US",1909,8,19,82,58
"5911","HANOVER, NH US",1909,8,20,81,54
"5912","HANOVER, NH US",1909,8,21,71,50
"5913","HANOVER, NH US",1909,8,22,74,41
"5914","HANOVER, NH US",1909,8,23,80,47
"5915","HANOVER, NH US",1909,8,24,85,53
"5916","HANOVER, NH US",1909,8,25,92,62
"5917","HANOVER, NH US",1909,8,26,80,63
"5918","HANOVER, NH US",1909,8,27,72,53
"5919","HANOVER, NH US",1909,8,28,84,48
"5920","HANOVER, NH US",1909,8,29,78,47
"5921","HANOVER, NH US",1909,8,30,65,46
"5922","HANOVER, NH US",1909,8,31,71,36
"5923","HANOVER, NH US",1909,9,1,70,52
"5924","HANOVER, NH US",1909,9,2,67,46
"5925","HANOVER, NH US",1909,9,3,79,40
"5926","HANOVER, NH US",1909,9,4,78,42
"5927","HANOVER, NH US",1909,9,5,68,46
"5928","HANOVER, NH US",1909,9,6,70,42
"5929","HANOVER, NH US",1909,9,7,72,43
"5930","HANOVER, NH US",1909,9,8,78,40
"5931","HANOVER, NH US",1909,9,9,80,42
"5932","HANOVER, NH US",1909,9,11,72,51
"5933","HANOVER, NH US",1909,9,12,73,44
"5934","HANOVER, NH US",1909,9,13,72,41
"5935","HANOVER, NH US",1909,9,14,83,54
"5936","HANOVER, NH US",1909,9,15,76,58
"5937","HANOVER, NH US",1909,9,16,65,60
"5938","HANOVER, NH US",1909,9,17,77,54
"5939","HANOVER, NH US",1909,9,18,67,46
"5940","HANOVER, NH US",1909,9,19,70,32
"5941","HANOVER, NH US",1909,9,20,71,30
"5942","HANOVER, NH US",1909,9,21,74,37
"5943","HANOVER, NH US",1909,9,22,67,47
"5944","HANOVER, NH US",1909,9,23,80,64
"5945","HANOVER, NH US",1909,9,24,73,55
"5946","HANOVER, NH US",1909,9,25,69,47
"5947","HANOVER, NH US",1909,9,26,58,37
"5948","HANOVER, NH US",1909,9,27,59,50
"5949","HANOVER, NH US",1909,9,28,54,48
"5950","HANOVER, NH US",1909,9,29,71,36
"5951","HANOVER, NH US",1909,9,30,64,38
"5952","HANOVER, NH US",1909,10,1,59,41
"5953","HANOVER, NH US",1909,10,2,59,43
"5954","HANOVER, NH US",1909,10,3,57,44
"5955","HANOVER, NH US",1909,10,4,59,38
"5956","HANOVER, NH US",1909,10,5,72,34
"5957","HANOVER, NH US",1909,10,6,73,36
"5958","HANOVER, NH US",1909,10,7,75,37
"5959","HANOVER, NH US",1909,10,8,81,43
"5960","HANOVER, NH US",1909,10,9,83,41
"5961","HANOVER, NH US",1909,10,10,87,38
"5962","HANOVER, NH US",1909,10,11,64,40
"5963","HANOVER, NH US",1909,10,12,69,54
"5964","HANOVER, NH US",1909,10,13,54,34
"5965","HANOVER, NH US",1909,10,14,55,35
"5966","HANOVER, NH US",1909,10,15,56,38
"5967","HANOVER, NH US",1909,10,16,49,30
"5968","HANOVER, NH US",1909,10,17,48,35
"5969","HANOVER, NH US",1909,10,18,49,26
"5970","HANOVER, NH US",1909,10,19,40,35
"5971","HANOVER, NH US",1909,10,20,54,31
"5972","HANOVER, NH US",1909,10,21,50,21
"5973","HANOVER, NH US",1909,10,22,53,44
"5974","HANOVER, NH US",1909,10,23,51,41
"5975","HANOVER, NH US",1909,10,24,44,37
"5976","HANOVER, NH US",1909,10,25,45,28
"5977","HANOVER, NH US",1909,10,26,46,24
"5978","HANOVER, NH US",1909,10,27,56,27
"5979","HANOVER, NH US",1909,10,28,49,34
"5980","HANOVER, NH US",1909,10,29,35,30
"5981","HANOVER, NH US",1909,10,30,46,24
"5982","HANOVER, NH US",1909,10,31,42,22
"5983","HANOVER, NH US",1909,11,1,60,25
"5984","HANOVER, NH US",1909,11,2,59,33
"5985","HANOVER, NH US",1909,11,3,57,45
"5986","HANOVER, NH US",1909,11,4,47,28
"5987","HANOVER, NH US",1909,11,5,42,34
"5988","HANOVER, NH US",1909,11,6,46,32
"5989","HANOVER, NH US",1909,11,7,48,18
"5990","HANOVER, NH US",1909,11,8,44,26
"5991","HANOVER, NH US",1909,11,9,48,25
"5992","HANOVER, NH US",1909,11,10,48,15
"5993","HANOVER, NH US",1909,11,11,61,31
"5994","HANOVER, NH US",1909,11,12,69,34
"5995","HANOVER, NH US",1909,11,13,57,48
"5996","HANOVER, NH US",1909,11,14,64,39
"5997","HANOVER, NH US",1909,11,15,62,38
"5998","HANOVER, NH US",1909,11,16,54,33
"5999","HANOVER, NH US",1909,11,17,51,34
"6000","HANOVER, NH US",1909,11,18,40,23
"6001","HANOVER, NH US",1909,11,19,34,13
"6002","HANOVER, NH US",1909,11,20,48,32
"6003","HANOVER, NH US",1909,11,21,60,40
"6004","HANOVER, NH US",1909,11,22,48,34
